reference_id,uart_seq,uart_round,payload_id,frame_hex,app_payload_hex,frame_bytes,sf,bandwidth_hz,cr,preamble_symbols,sync_word,phy_crc,ldro,sample_rate_hz,samples_per_symbol,leading_silence_samples,trailing_silence_samples,reference_samples,header_symbols,payload_symbols,tx_period_ms,source_reference_path,dataset_reference_path,reference_sha256,reference_metadata_path,uart_source_path,uart_source_sha256
80,80,0,80,40 44 33 22 11 00 01 00 58 50 00 DD 77 FE D8 0E 5D 3E B2 9A 65 78 B2 D8 2F B8 A7 5F C3 78 56 34 12,50 00 DD 77 FE D8 0E 5D 3E B2 9A 65 78 B2 D8 2F B8 A7 5F C3,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000080_fulltrim.cfile,reference/signalout_000080_fulltrim.cfile,11517B00F5F71C6E50F258A679A29BD14BA6276E081C546A1D39027C5B47EC13,data/reference_phy/metadata/000080.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
81,81,0,81,40 44 33 22 11 00 01 00 58 51 00 23 E6 3A 57 4E 28 A3 06 16 E6 74 45 D9 89 81 DD 0F 08 78 56 34 12,51 00 23 E6 3A 57 4E 28 A3 06 16 E6 74 45 D9 89 81 DD 0F 08,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000081_fulltrim.cfile,reference/signalout_000081_fulltrim.cfile,40A9B0DFA20171528490CBA034CF816581EADB492059ED52B92693EAEC9342AB,data/reference_phy/metadata/000081.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
82,82,0,82,40 44 33 22 11 00 01 00 58 52 00 AA 5D 60 0B 9C B3 01 BC 3E CF E9 82 95 71 2D 4E DC 08 78 56 34 12,52 00 AA 5D 60 0B 9C B3 01 BC 3E CF E9 82 95 71 2D 4E DC 08,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000082_fulltrim.cfile,reference/signalout_000082_fulltrim.cfile,8BB18E1C5E7F2BD1800666BB5A540C9381272948E347E51CD5C814FF25DF1170,data/reference_phy/metadata/000082.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
83,83,0,83,40 44 33 22 11 00 01 00 58 53 00 15 61 5A 9F 33 3F C9 DA 4D 71 FC A2 0E 37 05 71 A0 4C 78 56 34 12,53 00 15 61 5A 9F 33 3F C9 DA 4D 71 FC A2 0E 37 05 71 A0 4C,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000083_fulltrim.cfile,reference/signalout_000083_fulltrim.cfile,19CAD2D0227CA3F7471BA9848DBC41A1B35D0FFC0DDBF1D91DBA1FBADF13B594,data/reference_phy/metadata/000083.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
84,84,0,84,40 44 33 22 11 00 01 00 58 54 00 FF D4 65 5F B1 9F 66 3E 2D A5 69 90 8E 65 DA 84 A4 CF 78 56 34 12,54 00 FF D4 65 5F B1 9F 66 3E 2D A5 69 90 8E 65 DA 84 A4 CF,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000084_fulltrim.cfile,reference/signalout_000084_fulltrim.cfile,7D1E3BB0589A596F813385870161F2E1EEBDD36208C8E1CB404A73266C95F62A,data/reference_phy/metadata/000084.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
85,85,0,85,40 44 33 22 11 00 01 00 58 55 00 71 81 C8 31 41 79 47 E9 25 02 F9 0A 76 38 8C A0 91 28 78 56 34 12,55 00 71 81 C8 31 41 79 47 E9 25 02 F9 0A 76 38 8C A0 91 28,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000085_fulltrim.cfile,reference/signalout_000085_fulltrim.cfile,927479726593E7B3F99B065E8ED4A84EAD88A69FF8704714B97904546FF2E538,data/reference_phy/metadata/000085.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
86,86,0,86,40 44 33 22 11 00 01 00 58 56 00 86 FE 79 3F C2 AE F2 11 1D 80 61 F4 74 5F BA 51 65 7A 78 56 34 12,56 00 86 FE 79 3F C2 AE F2 11 1D 80 61 F4 74 5F BA 51 65 7A,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000086_fulltrim.cfile,reference/signalout_000086_fulltrim.cfile,7A21FCA7EE2D11EE503EFA1D2A652E5226A9FB7379C2417E21E0AA7BDAFE1E0B,data/reference_phy/metadata/000086.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
87,87,0,87,40 44 33 22 11 00 01 00 58 57 00 A4 2A 12 8B 3B 25 7B 3A 85 D6 A0 C2 0E 56 C7 27 E6 65 78 56 34 12,57 00 A4 2A 12 8B 3B 25 7B 3A 85 D6 A0 C2 0E 56 C7 27 E6 65,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000087_fulltrim.cfile,reference/signalout_000087_fulltrim.cfile,0AF8D2FB3639E1A7740AB889C1C83607EEB123503E12AC0B74345869542A8D47,data/reference_phy/metadata/000087.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
88,88,0,88,40 44 33 22 11 00 01 00 58 58 00 34 D9 A5 67 2D 27 44 AA AD BA 76 0F C8 D8 39 04 38 39 78 56 34 12,58 00 34 D9 A5 67 2D 27 44 AA AD BA 76 0F C8 D8 39 04 38 39,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000088_fulltrim.cfile,reference/signalout_000088_fulltrim.cfile,7C3486F894C52245787A62BA03CCECD83AB79987A037A1B38F4E60359AC050CB,data/reference_phy/metadata/000088.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
89,89,0,89,40 44 33 22 11 00 01 00 58 59 00 98 D5 7F 4C 4F 9E 62 AE 0A 5E A3 DB 22 F2 9F 3C 03 AC 78 56 34 12,59 00 98 D5 7F 4C 4F 9E 62 AE 0A 5E A3 DB 22 F2 9F 3C 03 AC,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000089_fulltrim.cfile,reference/signalout_000089_fulltrim.cfile,A89818D5E75E8603BAE18D98BE575860C2A7DD45395AE4D7E4FF4A17A7B509F4,data/reference_phy/metadata/000089.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
90,90,0,90,40 44 33 22 11 00 01 00 58 5A 00 EE 52 0F E8 77 82 30 60 13 8F B3 86 25 B2 D8 AC 84 48 78 56 34 12,5A 00 EE 52 0F E8 77 82 30 60 13 8F B3 86 25 B2 D8 AC 84 48,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000090_fulltrim.cfile,reference/signalout_000090_fulltrim.cfile,A8C7D2BB4CB75C2C37F99546D1221F354A56FA9DBBE4446EFF4901695E372239,data/reference_phy/metadata/000090.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
91,91,0,91,40 44 33 22 11 00 01 00 58 5B 00 68 FB AC F5 46 C1 7D AB 47 0D 57 7B 2B BF 20 8A 7F D8 78 56 34 12,5B 00 68 FB AC F5 46 C1 7D AB 47 0D 57 7B 2B BF 20 8A 7F D8,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000091_fulltrim.cfile,reference/signalout_000091_fulltrim.cfile,C8EDA8D2BE545B97E7FEFAA47243A46D52901AC575C7F8D27B598F241C1A9849,data/reference_phy/metadata/000091.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
92,92,0,92,40 44 33 22 11 00 01 00 58 5C 00 D0 A6 11 E2 AE D5 6E F5 B1 86 DD A2 2B 12 F7 ED C0 16 78 56 34 12,5C 00 D0 A6 11 E2 AE D5 6E F5 B1 86 DD A2 2B 12 F7 ED C0 16,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000092_fulltrim.cfile,reference/signalout_000092_fulltrim.cfile,A09D3E4E0CDFF48E5B12355D84A94FFC5CC2B634307A1DA00C21DA2636CCF13E,data/reference_phy/metadata/000092.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
93,93,0,93,40 44 33 22 11 00 01 00 58 5D 00 D1 41 89 11 1E BB DD B4 B6 78 89 B3 DC A4 F9 BC 99 66 78 56 34 12,5D 00 D1 41 89 11 1E BB DD B4 B6 78 89 B3 DC A4 F9 BC 99 66,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000093_fulltrim.cfile,reference/signalout_000093_fulltrim.cfile,077AFC385AC4DD51041448D77AEA4A5DA2AE9AE793D9FE1C6A3BAFD62832D11B,data/reference_phy/metadata/000093.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
94,94,0,94,40 44 33 22 11 00 01 00 58 5E 00 44 17 00 97 B7 A6 41 07 82 50 66 06 B7 CA FF 9E 51 CF 78 56 34 12,5E 00 44 17 00 97 B7 A6 41 07 82 50 66 06 B7 CA FF 9E 51 CF,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000094_fulltrim.cfile,reference/signalout_000094_fulltrim.cfile,8304D3ECA423CE4EB448B7E3404B1434F4E539BE2B3214DB19A2CE874A2C0C91,data/reference_phy/metadata/000094.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
95,95,0,95,40 44 33 22 11 00 01 00 58 5F 00 E6 1C B5 69 CC AE 25 A3 7D E0 FB 1B 45 B6 61 CE 13 33 78 56 34 12,5F 00 E6 1C B5 69 CC AE 25 A3 7D E0 FB 1B 45 B6 61 CE 13 33,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000095_fulltrim.cfile,reference/signalout_000095_fulltrim.cfile,26489DCB6C2DF8148C442F3E6D3ED84574D9C88FD70AD48240DEF2DFE9863C5E,data/reference_phy/metadata/000095.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
96,96,0,96,40 44 33 22 11 00 01 00 58 60 00 61 ED 59 F6 A6 CF DC 15 79 21 81 C2 2B 73 35 BB 86 3F 78 56 34 12,60 00 61 ED 59 F6 A6 CF DC 15 79 21 81 C2 2B 73 35 BB 86 3F,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000096_fulltrim.cfile,reference/signalout_000096_fulltrim.cfile,BF98D4A103E11AE2B041677B75ABF686DE8775CBDE6D4CCA9942B4A305EE5B69,data/reference_phy/metadata/000096.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
97,97,0,97,40 44 33 22 11 00 01 00 58 61 00 49 A9 A2 AE 6B 49 1A A7 F7 75 62 30 8F 72 B4 44 E3 C1 78 56 34 12,61 00 49 A9 A2 AE 6B 49 1A A7 F7 75 62 30 8F 72 B4 44 E3 C1,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000097_fulltrim.cfile,reference/signalout_000097_fulltrim.cfile,AE625C1D37827263083BADD3B406A06ACCE3D7503388078F217E590F3FCDA2B5,data/reference_phy/metadata/000097.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
98,98,0,98,40 44 33 22 11 00 01 00 58 62 00 73 CF DA 6A 1D F9 55 AD 75 85 88 16 09 F2 CF 95 35 A5 78 56 34 12,62 00 73 CF DA 6A 1D F9 55 AD 75 85 88 16 09 F2 CF 95 35 A5,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000098_fulltrim.cfile,reference/signalout_000098_fulltrim.cfile,61E1B40BDCF64F026810BB32D2A936F095346A11B0114412845ECC084165405F,data/reference_phy/metadata/000098.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
99,99,0,99,40 44 33 22 11 00 01 00 58 63 00 DE 9D 75 A9 21 B3 DA 00 91 17 3D 5C DD 89 1B CA E4 51 78 56 34 12,63 00 DE 9D 75 A9 21 B3 DA 00 91 17 3D 5C DD 89 1B CA E4 51,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000099_fulltrim.cfile,reference/signalout_000099_fulltrim.cfile,A766EE4A740A13003E30CA1E81260DF6A033766798C45F12240BEB568A796367,data/reference_phy/metadata/000099.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
100,100,0,100,40 44 33 22 11 00 01 00 58 64 00 28 B5 18 5E 7F 7B BE 71 2F E6 E7 DB 0B AF C2 2F 6E 9C 78 56 34 12,64 00 28 B5 18 5E 7F 7B BE 71 2F E6 E7 DB 0B AF C2 2F 6E 9C,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000100_fulltrim.cfile,reference/signalout_000100_fulltrim.cfile,5807D5AC810A3501ADCFE9ACCABFD3A24CD7A9712F6E6828E63F2D768DD8A437,data/reference_phy/metadata/000100.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
101,101,0,101,40 44 33 22 11 00 01 00 58 65 00 72 5B E0 2D E3 E3 CA 9C E7 82 AF F0 82 4D 49 0A F6 A2 78 56 34 12,65 00 72 5B E0 2D E3 E3 CA 9C E7 82 AF F0 82 4D 49 0A F6 A2,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000101_fulltrim.cfile,reference/signalout_000101_fulltrim.cfile,E96484819E5D409553667D83F4AB0D85C95DB6CFA7E0666DEB8E2B1A27AAA81D,data/reference_phy/metadata/000101.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
102,102,0,102,40 44 33 22 11 00 01 00 58 66 00 D6 9B 18 DF 99 4E 30 5E FB 2C D0 D0 6B BE 2E 36 9F 0F 78 56 34 12,66 00 D6 9B 18 DF 99 4E 30 5E FB 2C D0 D0 6B BE 2E 36 9F 0F,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000102_fulltrim.cfile,reference/signalout_000102_fulltrim.cfile,33D95F640146556DF69B52C0777C614B211DCBF1E7FB766F71A1D0AEA7E7DD45,data/reference_phy/metadata/000102.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
103,103,0,103,40 44 33 22 11 00 01 00 58 67 00 6F B0 37 31 49 49 FE 60 C4 DC BD 1B E3 FE 9D B5 8E 31 78 56 34 12,67 00 6F B0 37 31 49 49 FE 60 C4 DC BD 1B E3 FE 9D B5 8E 31,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000103_fulltrim.cfile,reference/signalout_000103_fulltrim.cfile,AAF79AB1FB5BB8A7C9121B7E68A17411FA8504FA80181CA25D994E27CA279A4D,data/reference_phy/metadata/000103.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
104,104,0,104,40 44 33 22 11 00 01 00 58 68 00 F0 85 27 DF CD B1 42 27 52 A6 08 40 BD 68 4E 68 87 12 78 56 34 12,68 00 F0 85 27 DF CD B1 42 27 52 A6 08 40 BD 68 4E 68 87 12,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000104_fulltrim.cfile,reference/signalout_000104_fulltrim.cfile,B2704E2E91D6D4F598CB67C23564627F03FF30B8F5B01EFB93EB96C6F7A9FC95,data/reference_phy/metadata/000104.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
105,105,0,105,40 44 33 22 11 00 01 00 58 69 00 71 BE A0 DD D5 94 53 19 7D EB 54 95 1E F0 0C 2C E3 02 78 56 34 12,69 00 71 BE A0 DD D5 94 53 19 7D EB 54 95 1E F0 0C 2C E3 02,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000105_fulltrim.cfile,reference/signalout_000105_fulltrim.cfile,3F3AA6EE179BEEF85191D96000EA35C20EF764D77592563A7B96D2A5A70D5B8A,data/reference_phy/metadata/000105.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
106,106,0,106,40 44 33 22 11 00 01 00 58 6A 00 89 65 8D E2 AC A9 57 E9 14 0C 95 B1 22 98 7C E0 A6 37 78 56 34 12,6A 00 89 65 8D E2 AC A9 57 E9 14 0C 95 B1 22 98 7C E0 A6 37,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000106_fulltrim.cfile,reference/signalout_000106_fulltrim.cfile,4B6D22D73C9B2DAA6EF7980A9C0397F8C277DF28547C0F43DA8754206DFBC203,data/reference_phy/metadata/000106.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
107,107,0,107,40 44 33 22 11 00 01 00 58 6B 00 A1 41 8F 69 1F 2F 79 F8 73 9C F6 D0 1D D5 1E 6D 82 87 78 56 34 12,6B 00 A1 41 8F 69 1F 2F 79 F8 73 9C F6 D0 1D D5 1E 6D 82 87,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000107_fulltrim.cfile,reference/signalout_000107_fulltrim.cfile,7B560C7037A9B6A72D60CA831DBB5A4BE61D0B46B23EB3D4F26C9DCCE54E3AC9,data/reference_phy/metadata/000107.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
108,108,0,108,40 44 33 22 11 00 01 00 58 6C 00 99 B3 80 62 52 7D 25 05 9C 90 23 40 98 56 66 86 FF 23 78 56 34 12,6C 00 99 B3 80 62 52 7D 25 05 9C 90 23 40 98 56 66 86 FF 23,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000108_fulltrim.cfile,reference/signalout_000108_fulltrim.cfile,A81AC76742E81B8B10AE6800A2EE91864CFC3C82D5FD1677B64CB2E3EAE0889F,data/reference_phy/metadata/000108.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
109,109,0,109,40 44 33 22 11 00 01 00 58 6D 00 28 CD D6 A3 A9 3D AE 8F DA 30 C0 C9 9A 63 66 E7 8D 74 78 56 34 12,6D 00 28 CD D6 A3 A9 3D AE 8F DA 30 C0 C9 9A 63 66 E7 8D 74,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000109_fulltrim.cfile,reference/signalout_000109_fulltrim.cfile,FDE31A596C5B1BCAEA6C9E1EA795DF4ACBF2265FEE59B514F51284C5BF1F8EF7,data/reference_phy/metadata/000109.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
110,110,0,110,40 44 33 22 11 00 01 00 58 6E 00 9C A0 A2 14 51 2C 77 97 80 B4 01 C8 30 3B 48 3C 9C FD 78 56 34 12,6E 00 9C A0 A2 14 51 2C 77 97 80 B4 01 C8 30 3B 48 3C 9C FD,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000110_fulltrim.cfile,reference/signalout_000110_fulltrim.cfile,441EA5274CE89D4336718EBC362652D8DFDA945DDA0DDDFFBE45E1B9364BAA6F,data/reference_phy/metadata/000110.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
111,111,0,111,40 44 33 22 11 00 01 00 58 6F 00 1C CF 7B FE 32 F4 F6 BD 8E 35 D8 66 9E 0B AF CF F1 0D 78 56 34 12,6F 00 1C CF 7B FE 32 F4 F6 BD 8E 35 D8 66 9E 0B AF CF F1 0D,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000111_fulltrim.cfile,reference/signalout_000111_fulltrim.cfile,3DAC8D56F1E88B582744A05764DBCA2D0A0C02F5F734AB35150B41AC375616E3,data/reference_phy/metadata/000111.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
112,112,0,112,40 44 33 22 11 00 01 00 58 70 00 48 13 68 7A BE 5D 0D AC AA 4D 32 C7 9A B7 06 0C 40 DC 78 56 34 12,70 00 48 13 68 7A BE 5D 0D AC AA 4D 32 C7 9A B7 06 0C 40 DC,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000112_fulltrim.cfile,reference/signalout_000112_fulltrim.cfile,30A3154CA26F656CB52DC52CA28289E76EE1C517DF182A4A2986BF4A30B3E248,data/reference_phy/metadata/000112.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
113,113,0,113,40 44 33 22 11 00 01 00 58 71 00 3B 14 2A 69 86 23 AB 2F EF A1 8D E0 A9 02 EF 56 76 70 78 56 34 12,71 00 3B 14 2A 69 86 23 AB 2F EF A1 8D E0 A9 02 EF 56 76 70,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000113_fulltrim.cfile,reference/signalout_000113_fulltrim.cfile,3668796CB7CB4ADA9C87C83EA3EFC6031528B77F81D58824A1CB6CAAD5B09A38,data/reference_phy/metadata/000113.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
114,114,0,114,40 44 33 22 11 00 01 00 58 72 00 C9 BC 48 72 25 D0 06 B7 7F 55 33 E2 C5 26 8E CB 20 48 78 56 34 12,72 00 C9 BC 48 72 25 D0 06 B7 7F 55 33 E2 C5 26 8E CB 20 48,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000114_fulltrim.cfile,reference/signalout_000114_fulltrim.cfile,A0D3EEA4313B64F46D78683D98B1AAD1E9CD673AE3C4EE183940951C3FD0CE88,data/reference_phy/metadata/000114.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
115,115,0,115,40 44 33 22 11 00 01 00 58 73 00 22 6D 6C E3 8F B5 48 51 86 56 08 C4 AF 80 7D 61 F5 0C 78 56 34 12,73 00 22 6D 6C E3 8F B5 48 51 86 56 08 C4 AF 80 7D 61 F5 0C,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000115_fulltrim.cfile,reference/signalout_000115_fulltrim.cfile,86D39B2A02F9C83F63BA56A5270231832283B67CDEA2909455DBF5DB1963010A,data/reference_phy/metadata/000115.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
116,116,0,116,40 44 33 22 11 00 01 00 58 74 00 A7 FD 4D 4C 45 C4 AD 2C 0D 85 14 A1 74 EF 1C 24 37 4B 78 56 34 12,74 00 A7 FD 4D 4C 45 C4 AD 2C 0D 85 14 A1 74 EF 1C 24 37 4B,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000116_fulltrim.cfile,reference/signalout_000116_fulltrim.cfile,76E24E4856036F8F6F38A0EA690766B7F4E218B9FEDD0E86B48CFE8D04A2FC36,data/reference_phy/metadata/000116.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
117,117,0,117,40 44 33 22 11 00 01 00 58 75 00 42 C5 6C F4 86 61 72 F4 B2 4F 3D CD 59 7F 17 44 8C 33 78 56 34 12,75 00 42 C5 6C F4 86 61 72 F4 B2 4F 3D CD 59 7F 17 44 8C 33,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000117_fulltrim.cfile,reference/signalout_000117_fulltrim.cfile,4161674C9B2DF127D1C1A371192F36FF03C19828E56B1613C6CB7E890D823690,data/reference_phy/metadata/000117.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
118,118,0,118,40 44 33 22 11 00 01 00 58 76 00 B1 CC 91 0F B9 5B DA 34 78 4B FD 6A B0 FB AD 5B 08 5F 78 56 34 12,76 00 B1 CC 91 0F B9 5B DA 34 78 4B FD 6A B0 FB AD 5B 08 5F,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000118_fulltrim.cfile,reference/signalout_000118_fulltrim.cfile,2A7514540CD1D2765898A6EE74EF32E42D34A98811A00F2BCD3D45BD7127DBCF,data/reference_phy/metadata/000118.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
119,119,0,119,40 44 33 22 11 00 01 00 58 77 00 66 EE 2C 56 EF CF 9E 51 B3 3E D8 1F 13 1D B0 32 F7 55 78 56 34 12,77 00 66 EE 2C 56 EF CF 9E 51 B3 3E D8 1F 13 1D B0 32 F7 55,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000119_fulltrim.cfile,reference/signalout_000119_fulltrim.cfile,04E387BD941FDE28F39C72CD23FAC4C37A608480029CDCBEE99D71338CCB331D,data/reference_phy/metadata/000119.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
