physical_packet_uid,capture_uid,capture_packet_index,sequence_segment,schedule_slot,detection_index,start_sample_2m,predicted_start_sample_2m,timing_residual_samples,reference_id,association_method,association_confidence,status,crc_valid,decoded_frame_hex,catalog_frame_exact,grlora_snr_db,estimated_cfo_hz,sto,sfo,previous_anchor_detection,next_anchor_detection,schedule_period_samples,local_search_used,local_search_score,notes
exp000_sess000_run000:seg00:slot000058,exp000_sess000_run000,58,0,58,57,700338495,700338497,-2,58,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 3A 00 C0 A1 76 7F 93 9B 0D B1 DA A5 68 61 B0 56 12 4C 65 EC 78 56 34 12,1,-1.45894193649292,-127.69352722167969,421.0556335449219,-0.03272850438952446,57,57,12003773.0,0,,
exp000_sess000_run000:seg00:slot000059,exp000_sess000_run000,59,0,59,58,712342002,712342270,-268,59,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 3B 00 DB 97 62 37 30 5E 98 B9 E2 EC A2 3F 65 2D 07 06 22 89 78 56 34 12,1,-1.2600451707839966,-127.70172882080078,375.9492492675781,-0.03273060545325279,58,58,12003773.0,0,,
exp000_sess000_run000:seg00:slot000060,exp000_sess000_run000,60,0,60,59,724345341,724346043,-702,60,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 3C 00 2E 6D 08 D5 B1 96 68 36 0A 2D 50 3F C1 5C D6 A7 AF 84 78 56 34 12,1,-1.4602203369140625,-127.73995971679688,386.2954406738281,-0.03274040296673775,59,59,12003773.0,0,,
exp000_sess000_run000:seg00:slot000061,exp000_sess000_run000,61,0,61,60,736348674,736349816,-1142,61,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 3D 00 05 C5 5D 20 40 85 72 84 9C 83 FD 41 C8 85 4E 6E 2A 68 78 56 34 12,1,-1.3138461112976074,-127.72611999511719,387.0452880859375,-0.03273685649037361,60,60,12003773.0,0,,
exp000_sess000_run000:seg00:slot000062,exp000_sess000_run000,62,0,62,61,748351765,748353589,-1824,62,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 3E 00 F5 25 F0 75 CE 7B 9D CD D5 FD B4 64 59 97 41 42 AA 50 78 56 34 12,1,-1.460607886314392,-127.72476196289062,401.9502258300781,-0.032736506313085556,61,61,12003773.0,0,,
exp000_sess000_run000:seg00:slot000063,exp000_sess000_run000,63,0,63,62,760353815,760357362,-3547,63,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 3F 00 D6 88 12 98 A8 1F 6C 6E FA 11 F6 71 CC 48 83 6F B5 B6 78 56 34 12,1,-1.4577851295471191,-127.72460174560547,466.848876953125,-0.03273646533489227,62,62,12003773.0,0,,
exp000_sess000_run000:seg00:slot000064,exp000_sess000_run000,64,0,64,63,772357538,772361135,-3597,64,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 40 00 03 C2 6B D5 1D 44 0E E5 55 A0 2A 6B 16 F0 8F 68 37 A3 78 56 34 12,1,-1.5062212944030762,-127.65483093261719,362.2510681152344,-0.032718583941459656,63,63,12003773.0,0,,
exp000_sess000_run000:seg00:slot000065,exp000_sess000_run000,65,0,65,64,784362562,784364908,-2346,65,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 41 00 E6 6B A1 2C D6 79 D4 3C 13 FA 08 1C 7A E2 9B E2 1C B5 78 56 34 12,1,-1.5355826616287231,-127.67015838623047,281.3407897949219,-0.03272251412272453,64,64,12003773.0,0,,
exp000_sess000_run000:seg00:slot000066,exp000_sess000_run000,66,0,66,65,796366974,796368681,-1707,66,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 42 00 C3 F6 6E CF B0 F5 5A F9 F3 9E 3A 2C C0 7E 9F 9D CC 9D 78 56 34 12,1,-1.5139174461364746,-127.6059799194336,318.6117248535156,-0.032706063240766525,65,65,12003773.0,0,,
exp000_sess000_run000:seg00:slot000067,exp000_sess000_run000,67,0,67,66,808371214,808372454,-1240,67,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 43 00 30 B6 51 FB 4F B7 18 55 1B 5D C5 6D F6 E2 41 93 79 BE 78 56 34 12,1,-1.412659764289856,-127.62648010253906,328.65716552734375,-0.032711319625377655,66,66,12003773.0,0,,
exp000_sess000_run000:seg00:slot000068,exp000_sess000_run000,68,0,68,67,820375864,820376227,-363,68,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 44 00 F8 44 84 DB CA 96 23 5E 23 67 6B 3B F2 2F B7 BF D8 8A 78 56 34 12,1,-1.469701886177063,-127.67439270019531,304.1286926269531,-0.032723598182201385,67,67,12003773.0,0,,
exp000_sess000_run000:seg00:slot000069,exp000_sess000_run000,69,0,69,68,832378423,832380000,-1577,69,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 45 00 89 3C 82 E7 AD 2F AD 53 F7 2B 0A 58 88 18 57 BD 44 38 78 56 34 12,1,-1.416730523109436,-127.69824981689453,435.254150390625,-0.03272971138358116,68,68,12003773.0,0,,
exp000_sess000_run000:seg00:slot000070,exp000_sess000_run000,70,0,70,69,844382428,844383773,-1345,70,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 46 00 19 DE F6 55 85 4C E3 C1 30 B6 0B C0 AF B5 25 49 3E F8 78 56 34 12,1,-1.5242429971694946,-127.70536041259766,344.9973449707031,-0.03273153677582741,69,69,12003773.0,0,,
exp000_sess000_run000:seg00:slot000071,exp000_sess000_run000,71,0,71,70,856387318,856387546,-228,71,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 47 00 47 40 B4 D9 21 83 40 FC A8 54 9F B6 0D A1 13 A5 9B 39 78 56 34 12,1,-1.4111533164978027,-127.63568878173828,288.4153747558594,-0.03271367773413658,70,70,12003773.0,0,,
exp000_sess000_run000:seg00:slot000072,exp000_sess000_run000,72,0,72,71,868390900,868391319,-419,72,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 48 00 51 96 FF 18 AE 4E 47 96 1D 0A 8D 1D C4 D2 CA 4B 5A 1D 78 56 34 12,1,-2.0928823947906494,-127.62650299072266,369.60064697265625,-0.032711323350667953,71,71,12003773.0,0,,
exp000_sess000_run000:seg00:slot000073,exp000_sess000_run000,73,0,73,72,880394080,880395092,-1012,73,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 49 00 98 CF B6 0D 06 EC EA 47 3D E4 2D 27 2D D7 5C 73 7A F1 78 56 34 12,1,-2.0024337768554688,-127.66407012939453,395.9264221191406,-0.03272095322608948,72,72,12003773.0,0,,
exp000_sess000_run000:seg00:slot000074,exp000_sess000_run000,74,0,74,73,892398267,892398865,-598,74,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 4A 00 9A 82 5A 75 A7 4D 90 30 B5 E5 0E F6 29 5C 8F 16 4E 18 78 56 34 12,1,-2.337232828140259,-127.64998626708984,333.3224792480469,-0.03271734341979027,73,73,12003773.0,0,,
exp000_sess000_run000:seg00:slot000075,exp000_sess000_run000,75,0,75,74,904402049,904402638,-589,75,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 4B 00 0F 42 CA A1 A1 BD 98 5E 64 1C 02 9C 8C 6F 59 C9 FC 11 78 56 34 12,1,-0.1992950439453125,-127.62723541259766,358.99664306640625,-0.03271150961518288,74,74,12003773.0,0,,
exp000_sess000_run000:seg00:slot000076,exp000_sess000_run000,76,0,76,75,916405720,916406411,-691,76,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 4C 00 5C C5 17 BB EF BA 53 57 2B 25 72 AA 50 30 3D 44 5F 09 78 56 34 12,1,-0.807774543762207,-127.64820098876953,364.63751220703125,-0.03271688520908356,75,75,12003773.0,0,,
exp000_sess000_run000:seg00:slot000077,exp000_sess000_run000,77,0,77,76,928410324,928410184,140,77,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 4D 00 56 A5 22 04 57 27 53 43 46 1A F6 4D 17 D4 EB 05 61 89 78 56 34 12,1,-2.517244338989258,-127.6496353149414,306.94818115234375,-0.032717254012823105,76,76,12003773.0,0,,
exp000_sess000_run000:seg00:slot000078,exp000_sess000_run000,78,0,78,77,940413938,940413957,-19,78,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 4E 00 F2 4A 38 45 A3 96 3A DD E4 AC 51 03 73 E3 81 6F 6A 7B 78 56 34 12,1,-10.368644714355469,-127.66075134277344,369.1156311035156,-0.03272010385990143,77,77,12003773.0,0,,
exp000_sess000_run000:seg00:slot000079,exp000_sess000_run000,79,0,79,78,952416740,952417730,-990,79,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 4F 00 69 81 D5 D9 B5 AC 7E FF 42 DC 5B 23 35 AD D0 B4 4C 1D 78 56 34 12,1,-10.390301704406738,-127.64827728271484,420.08428955078125,-0.03271690756082535,78,78,12003773.0,0,,
exp000_sess000_run000:seg00:slot000080,exp000_sess000_run000,80,0,80,79,964421921,964421503,418,80,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 50 00 DD 77 FE D8 0E 5D 3E B2 9A 65 78 B2 D8 2F B8 A7 5F C3 78 56 34 12,1,-4.628321647644043,-127.6016616821289,271.3170166015625,-0.03270495682954788,79,79,12003773.0,0,,
exp000_sess000_run000:seg00:slot000081,exp000_sess000_run000,81,0,81,80,976425631,976425276,355,81,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 51 00 23 E6 3A 57 4E 28 A3 06 16 E6 74 45 D9 89 81 DD 0F 08 78 56 34 12,1,-7.7511773109436035,-127.5610580444336,362.4744873046875,-0.03269454836845398,80,80,12003773.0,0,,
exp000_sess000_run000:seg00:slot000082,exp000_sess000_run000,82,0,82,81,988429045,988429049,-4,82,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 52 00 AA 5D 60 0B 9C B3 01 BC 3E CF E9 82 95 71 2D 4E DC 08 78 56 34 12,1,-8.706758499145508,-127.62798309326172,381.2071533203125,-0.0327117033302784,81,81,12003773.0,0,,
exp000_sess000_run000:seg00:slot000083,exp000_sess000_run000,83,0,83,82,1000432242,1000432822,-580,83,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 53 00 15 61 5A 9F 33 3F C9 DA 4D 71 FC A2 0E 37 05 71 A0 4C 78 56 34 12,1,-9.690323829650879,-127.56572723388672,394.46807861328125,-0.032695747911930084,82,82,12003773.0,0,,
exp000_sess000_run000:seg00:slot000084,exp000_sess000_run000,84,0,84,83,1012435572,1012436595,-1023,84,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 54 00 FF D4 65 5F B1 9F 66 3E 2D A5 69 90 8E 65 DA 84 A4 CF 78 56 34 12,1,-9.438702583312988,-127.56495666503906,386.33367919921875,-0.032695550471544266,83,83,12003773.0,0,,
exp000_sess000_run000:seg00:slot000085,exp000_sess000_run000,85,0,85,84,1024439239,1024440368,-1129,85,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 55 00 71 81 C8 31 41 79 47 E9 25 02 F9 0A 76 38 8C A0 91 28 78 56 34 12,1,-9.49000072479248,-128.49041748046875,365.19769287109375,-0.03293275088071823,84,84,12003773.0,0,,
exp000_sess000_run000:seg00:slot000086,exp000_sess000_run000,86,0,86,85,1036443802,1036444141,-339,86,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 56 00 86 FE 79 3F C2 AE F2 11 1D 80 61 F4 74 5F BA 51 65 7A 78 56 34 12,1,-10.427800178527832,-128.33493041992188,309.04510498046875,-0.032892897725105286,85,85,12003773.0,0,,
exp000_sess000_run000:seg00:slot000087,exp000_sess000_run000,87,0,87,86,1048448481,1048447914,567,87,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 57 00 A4 2A 12 8B 3B 25 7B 3A 85 D6 A0 C2 0E 56 C7 27 E6 65 78 56 34 12,1,-4.081702709197998,-127.30301666259766,301.69696044921875,-0.032628413289785385,86,86,12003773.0,0,,
exp000_sess000_run000:seg00:slot000088,exp000_sess000_run000,88,0,88,87,1060451155,1060451687,-532,88,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 58 00 34 D9 A5 67 2D 27 44 AA AD BA 76 0F C8 D8 39 04 38 39 78 56 34 12,1,-0.726532518863678,-127.3528823852539,426.64898681640625,-0.03264119476079941,87,87,12003773.0,0,,
exp000_sess000_run000:seg00:slot000089,exp000_sess000_run000,89,0,89,88,1072454768,1072455460,-692,89,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 59 00 98 D5 7F 4C 4F 9E 62 AE 0A 5E A3 DB 22 F2 9F 3C 03 AC 78 56 34 12,1,-1.5822869539260864,-127.37079620361328,367.8626403808594,-0.03264578804373741,88,88,12003773.0,0,,
exp000_sess000_run000:seg00:slot000090,exp000_sess000_run000,90,0,90,89,1084458792,1084459233,-441,90,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 5A 00 EE 52 0F E8 77 82 30 60 13 8F B3 86 25 B2 D8 AC 84 48 78 56 34 12,1,-2.4999139308929443,-127.30001068115234,342.4252624511719,-0.032627642154693604,89,89,12003773.0,0,,
exp000_sess000_run000:seg00:slot000091,exp000_sess000_run000,91,0,91,90,1096463590,1096463006,584,91,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 5B 00 68 FB AC F5 46 C1 7D AB 47 0D 57 7B 2B BF 20 8A 7F D8 78 56 34 12,1,-1.3955076932907104,-127.30656433105469,293.64532470703125,-0.03262932226061821,90,90,12003773.0,0,,
exp000_sess000_run000:seg00:slot000092,exp000_sess000_run000,92,0,92,91,1108466215,1108466779,-564,92,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 5C 00 D0 A6 11 E2 AE D5 6E F5 B1 86 DD A2 2B 12 F7 ED C0 16 78 56 34 12,1,-1.993109107017517,-127.26072692871094,429.6014099121094,-0.03261757269501686,91,91,12003773.0,0,,
exp000_sess000_run000:seg00:slot000093,exp000_sess000_run000,93,0,93,92,1120470898,1120470552,346,93,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 5D 00 D1 41 89 11 1E BB DD B4 B6 78 89 B3 DC A4 F9 BC 99 66 78 56 34 12,1,-2.195873260498047,-128.12705993652344,301.0191345214844,-0.03283961862325668,92,92,12003773.0,0,,
exp000_sess000_run000:seg00:slot000094,exp000_sess000_run000,94,0,94,93,1132474412,1132474325,87,94,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 5E 00 44 17 00 97 B7 A6 41 07 82 50 66 06 B7 CA FF 9E 51 CF 78 56 34 12,1,-2.004570245742798,-126.98261260986328,374.419921875,-0.03254629299044609,93,93,12003773.0,0,,
exp000_sess000_run000:seg00:slot000095,exp000_sess000_run000,95,0,95,94,1144478725,1144478098,627,95,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 5F 00 E6 1C B5 69 CC AE 25 A3 7D E0 FB 1B 45 B6 61 CE 13 33 78 56 34 12,1,-1.9903942346572876,-126.95663452148438,323.9437255859375,-0.03253963217139244,94,94,12003773.0,0,,
exp000_sess000_run000:seg00:slot000096,exp000_sess000_run000,96,0,96,95,1156481794,1156481871,-77,96,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 60 00 61 ED 59 F6 A6 CF DC 15 79 21 81 C2 2B 73 35 BB 86 3F 78 56 34 12,1,-2.0607240200042725,-126.9837417602539,403.1991271972656,-0.03254658356308937,95,95,12003773.0,0,,
exp000_sess000_run000:seg00:slot000097,exp000_sess000_run000,97,0,97,96,1168485688,1168485644,44,97,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 61 00 49 A9 A2 AE 6B 49 1A A7 F7 75 62 30 8F 72 B4 44 E3 C1 78 56 34 12,1,-2.3333871364593506,-127.00049591064453,350.8513488769531,-0.0325508750975132,96,96,12003773.0,0,,
exp000_sess000_run000:seg00:slot000098,exp000_sess000_run000,98,0,98,97,1180489206,1180489417,-211,98,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 62 00 73 CF DA 6A 1D F9 55 AD 75 85 88 16 09 F2 CF 95 35 A5 78 56 34 12,1,-1.7325633764266968,-127.00133514404297,375.0625305175781,-0.03255109116435051,97,97,12003773.0,0,,
exp000_sess000_run000:seg00:slot000099,exp000_sess000_run000,99,0,99,98,1192493751,1192493190,561,99,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 63 00 DE 9D 75 A9 21 B3 DA 00 91 17 3D 5C DD 89 1B CA E4 51 78 56 34 12,1,-1.9032071828842163,-127.05135345458984,311.07806396484375,-0.03256390988826752,98,98,12003773.0,0,,
exp000_sess000_run000:seg00:slot000100,exp000_sess000_run000,100,0,100,99,1204496326,1204496963,-637,100,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 64 00 28 B5 18 5E 7F 7B BE 71 2F E6 E7 DB 0B AF C2 2F 6E 9C 78 56 34 12,1,-2.713127851486206,-127.05206298828125,434.17962646484375,-0.03256409242749214,99,99,12003773.0,0,,
exp000_sess000_run000:seg00:slot000101,exp000_sess000_run000,101,0,101,100,1216501816,1216500736,1080,101,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 65 00 72 5B E0 2D E3 E3 CA 9C E7 82 AF F0 82 4D 49 0A F6 A2 78 56 34 12,1,-1.2432570457458496,-127.00685119628906,252.10397338867188,-0.03255250304937363,100,100,12003773.0,0,,
exp000_sess000_run000:seg00:slot000102,exp000_sess000_run000,102,0,102,101,1228504989,1228504509,480,102,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 66 00 D6 9B 18 DF 99 4E 30 5E FB 2C D0 D0 6B BE 2E 36 9F 0F 78 56 34 12,1,-1.3476510047912598,-126.999755859375,395.89227294921875,-0.03255068510770798,101,101,12003773.0,0,,
exp000_sess000_run000:seg00:slot000103,exp000_sess000_run000,103,0,103,102,1240508148,1240508282,-134,103,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 67 00 6F B0 37 31 49 49 FE 60 C4 DC BD 1B E3 FE 9D B5 8E 31 78 56 34 12,1,-0.8444839119911194,-127.04466247558594,396.4942626953125,-0.032562196254730225,102,102,12003773.0,0,,
exp000_sess000_run000:seg00:slot000104,exp000_sess000_run000,104,0,104,103,1252513195,1252512055,1140,104,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 68 00 F0 85 27 DF CD B1 42 27 52 A6 08 40 BD 68 4E 68 87 12 78 56 34 12,1,-1.5771139860153198,-127.09342193603516,279.11749267578125,-0.032574694603681564,103,103,12003773.0,0,,
exp000_sess000_run000:seg00:slot000105,exp000_sess000_run000,105,0,105,104,1264515840,1264515828,12,105,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 69 00 71 BE A0 DD D5 94 53 19 7D EB 54 95 1E F0 0C 2C E3 02 78 56 34 12,1,-1.4779936075210571,-127.06307983398438,428.88153076171875,-0.032566916197538376,104,104,12003773.0,0,,
exp000_sess000_run000:seg00:slot000106,exp000_sess000_run000,106,0,106,105,1276519741,1276519601,140,106,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 6A 00 89 65 8D E2 AC A9 57 E9 14 0C 95 B1 22 98 7C E0 A6 37 78 56 34 12,1,-0.7090771198272705,-127.00399780273438,351.0942077636719,-0.03255177289247513,105,105,12003773.0,0,,
exp000_sess000_run000:seg00:slot000107,exp000_sess000_run000,107,0,107,106,1288524068,1288523374,694,107,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 6B 00 A1 41 8F 69 1F 2F 79 F8 73 9C F6 D0 1D D5 1E 6D 82 87 78 56 34 12,1,-1.4138240814208984,-127.00727081298828,323.72015380859375,-0.03255261108279228,106,106,12003773.0,0,,
exp000_sess000_run000:seg00:slot000108,exp000_sess000_run000,108,0,108,107,1300527139,1300527147,-8,108,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 6C 00 99 B3 80 62 52 7D 25 05 9C 90 23 40 98 56 66 86 FF 23 78 56 34 12,1,-1.4718362092971802,-127.1171646118164,401.8935546875,-0.03258077800273895,107,107,12003773.0,0,,
exp000_sess000_run000:seg00:slot000109,exp000_sess000_run000,109,0,109,108,1312530903,1312530920,-17,109,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 6D 00 28 CD D6 A3 A9 3D AE 8F DA 30 C0 C9 9A 63 66 E7 8D 74 78 56 34 12,1,0.006488236133009195,-127.1397705078125,358.6603088378906,-0.03258657082915306,108,108,12003773.0,0,,
exp000_sess000_run000:seg00:slot000110,exp000_sess000_run000,110,0,110,109,1324535035,1324534693,342,110,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 6E 00 9C A0 A2 14 51 2C 77 97 80 B4 01 C8 30 3B 48 3C 9C FD 78 56 34 12,1,-1.4377776384353638,-127.23241424560547,335.4972839355469,-0.032610319554805756,109,109,12003773.0,0,,
exp000_sess000_run000:seg00:slot000111,exp000_sess000_run000,111,0,111,110,1336538646,1336538466,180,111,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 6F 00 1C CF 7B FE 32 F4 F6 BD 8E 35 D8 66 9E 0B AF CF F1 0D 78 56 34 12,1,-1.5035014152526855,-127.28529357910156,367.8648986816406,-0.03262387216091156,110,110,12003773.0,0,,
exp000_sess000_run000:seg00:slot000112,exp000_sess000_run000,112,0,112,111,1348542355,1348542239,116,112,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 70 00 48 13 68 7A BE 5D 0D AC AA 4D 32 C7 9A B7 06 0C 40 DC 78 56 34 12,1,-2.8150060176849365,-128.34454345703125,362.10491943359375,-0.03289536014199257,111,111,12003773.0,0,,
exp000_sess000_run000:seg00:slot000113,exp000_sess000_run000,113,0,113,112,1360547126,1360546012,1114,113,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 71 00 3B 14 2A 69 86 23 AB 2F EF A1 8D E0 A9 02 EF 56 76 70 78 56 34 12,1,-3.194331407546997,-128.40054321289062,296.014892578125,-0.03290971368551254,112,112,12003773.0,0,,
exp000_sess000_run000:seg00:slot000114,exp000_sess000_run000,114,0,114,113,1372550058,1372549785,273,114,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 72 00 C9 BC 48 72 25 D0 06 B7 7F 55 33 E2 C5 26 8E CB 20 48 78 56 34 12,1,-2.3826637268066406,-127.39570617675781,410.7964782714844,-0.03265216946601868,113,113,12003773.0,0,,
exp000_sess000_run000:seg00:slot000115,exp000_sess000_run000,115,0,115,114,1384554421,1384553558,863,115,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 73 00 22 6D 6C E3 8F B5 48 51 86 56 08 C4 AF 80 7D 61 F5 0C 78 56 34 12,1,-2.1085433959960938,-128.38995361328125,321.176513671875,-0.03290700167417526,114,114,12003773.0,0,,
exp000_sess000_run000:seg00:slot000116,exp000_sess000_run000,116,0,116,115,1396557191,1396557331,-140,116,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 74 00 A7 FD 4D 4C 45 C4 AD 2C 0D 85 14 A1 74 EF 1C 24 37 4B 78 56 34 12,1,-2.858492851257324,-128.3228302001953,421.12896728515625,-0.032889798283576965,115,115,12003773.0,0,,
exp000_sess000_run000:seg00:slot000117,exp000_sess000_run000,117,0,117,116,1408561140,1408561104,36,117,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 75 00 42 C5 6C F4 86 61 72 F4 B2 4F 3D CD 59 7F 17 44 8C 33 78 56 34 12,1,-1.3620295524597168,-127.32344818115234,347.37811279296875,-0.03263365104794502,116,116,12003773.0,0,,
exp000_sess000_run000:seg00:slot000118,exp000_sess000_run000,118,0,118,117,1420566095,1420564877,1218,118,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 76 00 B1 CC 91 0F B9 5B DA 34 78 4B FD 6A B0 FB AD 5B 08 5F 78 56 34 12,1,-1.2677544355392456,-127.3520278930664,283.7646789550781,-0.0326409749686718,117,117,12003773.0,0,,
exp000_sess000_run000:seg00:slot000119,exp000_sess000_run000,119,0,119,118,1432568546,1432568650,-104,119,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 77 00 66 EE 2C 56 EF CF 9E 51 B3 3E D8 1F 13 1D B0 32 F7 55 78 56 34 12,1,-1.3257721662521362,-127.37418365478516,440.6231994628906,-0.032646652311086655,118,118,12003773.0,0,,
exp000_sess000_run000:seg00:slot000120,exp000_sess000_run000,120,0,120,119,1444573199,1444572423,776,0,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 00 00 B9 88 3A 2D 11 8A A8 70 66 A9 9F 80 48 26 E7 52 29 AF 78 56 34 12,1,-1.3003817796707153,-127.44502258300781,302.8697204589844,-0.03266480937600136,119,119,12003773.0,0,,
exp000_sess000_run000:seg00:slot000121,exp000_sess000_run000,121,0,121,120,1456576773,1456576196,577,1,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 01 00 27 48 65 75 1E 0F 5F 03 79 3E 99 5E 93 94 B2 05 3D F0 78 56 34 12,1,-1.4438225030899048,-127.46342468261719,370.5598449707031,-0.03266952559351921,120,120,12003773.0,0,,
exp000_sess000_run000:seg00:slot000122,exp000_sess000_run000,122,0,122,121,1468581777,1468579969,1808,2,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 02 00 5C D6 73 D9 2B 85 3A C5 61 23 BC 76 BF 47 47 3C F8 F4 78 56 34 12,1,-1.6648222208023071,-127.49534606933594,280.8758544921875,-0.03267770633101463,121,121,12003773.0,0,,
exp000_sess000_run000:seg00:slot000123,exp000_sess000_run000,123,0,123,122,1480585186,1480583742,1444,3,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 03 00 5C B3 BD D7 AE 69 BF 3B 14 5B EF D6 BD B9 7C 37 85 37 78 56 34 12,1,-1.6395550966262817,-127.43656921386719,380.8964538574219,-0.03266264125704765,122,122,12003773.0,0,,
exp000_sess000_run000:seg00:slot000124,exp000_sess000_run000,124,0,124,123,1492587858,1492587515,343,4,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 04 00 31 63 43 64 6B 6F A4 4C 91 C2 D7 8B 3A AC 4A F4 C5 5B 78 56 34 12,1,-1.4042125940322876,-127.45497131347656,426.924560546875,-0.032667357474565506,123,123,12003773.0,0,,
exp000_sess000_run000:seg00:slot000125,exp000_sess000_run000,125,0,125,124,1504591244,1504591288,-44,5,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 05 00 69 6C 1C DF 73 2C 76 FB D4 0D 64 A2 41 46 90 82 74 C9 78 56 34 12,1,-1.6026296615600586,-128.45545959472656,382.3461608886719,-0.03292378783226013,124,124,12003773.0,0,,
exp000_sess000_run000:seg00:slot000126,exp000_sess000_run000,126,0,126,125,1516594557,1516595061,-504,6,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 06 00 50 B7 04 E1 AE AE 8C 5D 1C 65 E0 40 AE C1 24 CE 72 A4 78 56 34 12,1,-1.5570489168167114,-127.4587631225586,387.42034912109375,-0.032668329775333405,125,125,12003773.0,0,,
exp000_sess000_run000:seg00:slot000127,exp000_sess000_run000,127,0,127,126,1528597719,1528598834,-1115,7,crc_exact,1.0,accepted,1,40 44 33 22 11 00 01 00 58 07 00 3D 9B 8E 75 34 6B 7D DE 1E F9 48 3E 61 6E 43 6D B6 72 78 56 34 12,1,-1.734190583229065,-127.41128540039062,395.8948059082031,-0.03265616297721863,126,126,12003773.0,0,,
